arodes_int_num	a_year	density_cd	mixture_cd	standdensity_index	tree_stock_cd	st_rank_order_act	storey_cd
1704017520	2023			0.3		2	PODR    
1704017520	2023			0.6		3	PODSZ   
1704017662	2023	PRZ 	KĘP 	0.4	PRZ LUŹ	2	IIP     
1704017662	2023			0.6		3	PODSZ   
1704016132	2023	UM  	PAS 	1.0	UM PRZ 	1	DRZEW   
1704017664	2023			0.8		2	PODSZ   
1704017664	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704017666	2023	UM  	GRP 	0.5	UM PRZ 	1	DRZEW   
1704017604	2023			0.4		2	PODSZ   
1704017604	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017522	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017522	2023			0.6		2	PODR    
1704017522	2023			0.6		3	PODSZ   
1704017523	2023		WKĘP	1.0		1	DRZEW   
1704017523	2023			0.2		2	PODSZ   
1704017523	2023					3	PRZES   
1704017666	2023			0.3		2	PODR    
1704017666	2023			0.3		3	PODS    
1704017666	2023			0.5		4	PODSZ   
1704017670	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017670	2023			0.4		2	PODR    
1704017670	2023			0.4		3	PODSZ   
1704017606	2023	UM  	GRP 	1.0	UM PRZ 	1	DRZEW   
1704017606	2023			0.8		2	PODSZ   
1704017608	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704017608	2023			0.8		2	PODSZ   
1704017529	2023	UM  	WKĘP	1.0	UM DUŻE	1	DRZEW   
1704017529	2023			0.5		2	PODSZ   
1704017529	2023					3	PRZES   
1704017530	2023	PRZ 		1.0	PRZ UM 	1	DRZEW   
1704017530	2023			0.2		2	PODR    
1704017530	2023			0.5		3	PODSZ   
1704017672	2023	PEŁ 	KĘP 	0.9	DUŻE   	1	DRZEW   
1704017672	2023			0.4		2	PODSZ   
1704017672	2023					3	PRZES   
1704017610	2023			0.3		3	PODSZ   
1704017610	2023	UM  	DKĘP	0.8	UM PRZ 	1	IP      
1704017610	2023	PRZ 		0.3	PRZ LUŹ	2	IIP     
1704017612	2023	PRZ 	GRP 	0.6	PRZ UM 	1	IP      
1704017612	2023	PRZ 		0.3	PRZ LUŹ	2	IIP     
1704017612	2023			0.3		3	PODSZ   
1704017618	2023	PRZ 	DKĘP	0.6	PRZ UM 	1	DRZEW   
1704017618	2023			0.6		2	PODSZ   
1704017622	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704017622	2023			0.7		2	PODSZ   
1704017626	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704017626	2023			0.3		2	PODR    
1704017626	2023			0.5		3	PODSZ   
1704017634	2023	PRZ 	KĘP 	0.7	PRZ UM 	1	DRZEW   
1704017634	2023			0.6		2	PODSZ   
1704017531	2023		RZĘD	1.0		1	DRZEW   
1704017531	2023					2	PRZES   
1704017532	2023			0.7		1	PODSZ   
1704017532	2023					2	PRZES   
1704017533	2023		WKĘP	1.0		1	DRZEW   
1704017533	2023					2	PRZES   
1704017536	2023		DKĘP	1.0		1	DRZEW   
1704017536	2023					2	PRZES   
1704017537	2023		KĘP 	1.0		1	DRZEW   
1704017537	2023			0.3		2	PODSZ   
1704017539	2023		PAS 	0.9		1	DRZEW   
1704017539	2023					2	PRZES   
1704017540	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704017540	2023			0.4		2	PODRII  
1704017540	2023			0.9		3	PODSZ   
1704017541	2023	PRZ 		0.9	PRZ UM 	1	DRZEW   
1704017541	2023			0.3		2	PODR    
1704017541	2023			0.4		3	PODRII  
1704017541	2023			0.6		4	PODSZ   
1704017542	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017542	2023			0.4		2	PODSZ   
1704017544	2023					1	PRZES   
1704017545	2023		KĘP 	1.0		1	DRZEW   
1704017545	2023			0.2		2	PODSZ   
1704017545	2023					3	PRZES   
1704017546	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017546	2023			0.3		2	PODRII  
1704017546	2023			0.3		3	PODSZ   
1704017547	2023		KĘP 	1.0		1	DRZEW   
1704017547	2023			0.5		2	PODSZ   
1704017547	2023					3	PRZES   
1704017548	2023			0.3		1	PODSZ   
1704017548	2023					2	PRZES   
1704017549	2023			1.0		1	DRZEW   
1704017549	2023			0.2		2	PODSZ   
1704017553	2023			1.0		1	DRZEW   
1704017553	2023			0.2		2	PODSZ   
1704017553	2023					3	PRZES   
1704017556	2023	UM  	KĘP 	0.9	UM DUŻE	1	IP      
1704017556	2023	LUŹ 		0.3		2	IIP     
1704017556	2023			0.5		3	PODSZ   
1704017676	2023	UM  	KĘP 	0.7	UM PRZ 	1	DRZEW   
1704017676	2023			0.7		2	PODSZ   
1704017678	2023	UM  	DKĘP	0.9	UM PRZ 	1	DRZEW   
1704017678	2023			0.8		2	PODSZ   
1704017680	2023	UM  	KĘP 	0.9	UM PRZ 	1	DRZEW   
1704017680	2023			0.4		2	PODSZ   
1704017682	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704017682	2023			0.4		2	PODSZ   
1704017683	2023	UM  	GRP 	0.7	UM PRZ 	1	DRZEW   
1704017683	2023			0.5		2	PODSZ   
1704017685	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704017685	2023	PRZ 	GRP 	0.4	PRZ UM 	2	IIP     
1704017685	2023			0.8		3	PODSZ   
1704017687	2023			0.2		3	PODSZ   
1704017687	2023	PRZ 	GRP 	0.6	PRZ UM 	1	IP      
1704017687	2023	PRZ 	GRP 	0.5	PRZ UM 	2	IIP     
1704017689	2023			0.3		3	PODSZ   
1704017689	2023	LUŹ 		0.3		2	IIP     
1704017689	2023	PRZ 	GRP 	0.7	PRZ UM 	1	IP      
1704017636	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704017636	2023			0.7		2	PODSZ   
1704017638	2023			0.4		3	PODSZ   
1704017638	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704017638	2023			0.4		2	PODR    
1704017640	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704017640	2023			0.6		2	PODSZ   
1704017642	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017642	2023			0.7		2	PODSZ   
1704017644	2023	PRZ 	GRP 	0.6	PRZ UM 	1	DRZEW   
1704017644	2023			0.3		2	PODR    
1704017644	2023			0.6		3	PODSZ   
1704017646	2023	PRZ 	GRP 	0.6	PRZ UM 	1	IP      
1704017646	2023	PRZ 		0.2	PRZ UM 	2	IIP     
1704017646	2023			0.3		3	PODR    
1704017646	2023			0.5		4	PODSZ   
1704017648	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704017648	2023			0.7		2	PODSZ   
1704017650	2023					1	ZADRZEW 
1704017650	2023			0.2		2	ZAKRZEW 
1704017658	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704017658	2023			0.7		2	PODSZ   
1704017557	2023		KĘP 	1.0		1	DRZEW   
1704017557	2023					2	PRZES   
1704017559	2023			1.0		1	DRZEW   
1704017559	2023					2	PRZES   
1704017560	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704017560	2023			0.8		2	PODSZ   
1704017561	2023	UM  	DKĘP	0.9	UM PRZ 	1	DRZEW   
1704017561	2023					2	PRZES   
1704017565	2023	UM  	KĘP 	1.0	UM PRZ 	1	DRZEW   
1704017565	2023					2	PRZES   
1704017567	2023		KĘP 	1.0		1	DRZEW   
1704017567	2023					2	PRZES   
1704016132	2023					2	PRZES   
1704016133	2023		PAS 	1.0		1	DRZEW   
1704016134	2023		KĘP 	1.0		1	DRZEW   
1704016134	2023					2	PRZES   
1704016136	2023	UM  		0.9	UM DUŻE	1	IP      
1704016136	2023	PRZ 	KĘP 	0.4	PRZ LUŹ	2	IIP     
1704016136	2023			0.6		3	PODSZ   
1704016142	2023	UM  	PAS 	1.0	UM DUŻE	1	DRZEW   
1704016142	2023			0.3		2	PODSZ   
1704016142	2023					3	PRZES   
1704016144	2023					2	PRZES   
1704016144	2023	PEŁ 	PAS 	1.0	DUŻE   	1	DRZEW   
1704016145	2023		PAS 	1.0		1	DRZEW   
1704016145	2023					2	PRZES   
1704016147	2023	UM  		0.6	UM PRZ 	1	DRZEW   
1704016147	2023			0.1		2	PODSZ   
1704016149	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704016149	2023			0.7		2	PODSZ   
1704016151	2023	UM  	DKĘP	0.9	UM DUŻE	1	DRZEW   
1704017738	2023	LUŹ 		0.9		1	DRZEW   
1704016151	2023			0.3		2	PODSZ   
1704017738	2023			0.7		2	PODSZ   
1704016151	2023					3	PRZES   
1704016152	2023	PEŁ 	KĘP 	0.8	DUŻE   	1	DRZEW   
1704017742	2023	LUŹ 	GRP 	0.7		1	DRZEW   
1704017742	2023			0.3		2	PODSZ   
1704017693	2023	UM  		0.8	UM PRZ 	1	IP      
1704017693	2023	LUŹ 		0.4		2	IIP     
1704017693	2023			0.3		3	PODS    
1704017693	2023			0.5		4	PODSZ   
1704017744	2023	PRZ 	GRP 	0.8	PRZ LUŹ	1	DRZEW   
1704017744	2023			0.7		2	PODSZ   
1704017697	2023	UM  	PAS 	1.0	UM DUŻE	1	DRZEW   
1704016152	2023			0.3		2	PODSZ   
1704017697	2023			0.3		2	PODSZ   
1704017699	2023	PRZ 		0.5	PRZ UM 	1	DRZEW   
1704017699	2023			0.9		2	PODSZ   
1704017700	2023	PRZ 	GRP 	0.8	PRZ LUŹ	1	DRZEW   
1704017700	2023			0.3		2	PODS    
1704017700	2023			0.7		3	PODSZ   
1704017746	2023	PRZ 	GRP 	0.8	PRZ LUŹ	1	DRZEW   
1704017746	2023			0.7		2	PODSZ   
1704017750	2023					1	PRZES   
1704017751	2023		PAS 	1.0		1	DRZEW   
1704017751	2023					2	PRZES   
1704017752	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017752	2023			0.9		2	PODSZ   
1704017753	2023	PEŁ 		1.0	DUŻE   	1	DRZEW   
1704017753	2023					2	PRZES   
1704017893	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704017893	2023			0.7		2	PODSZ   
1704017818	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704017818	2023			0.3		2	PODSZ   
1704017820	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704017821	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704017792	2023	UM  	DKĘP	1.0	UM PRZ 	1	DRZEW   
1704017792	2023			0.4		2	PODSZ   
1704017758	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	DRZEW   
1704017758	2023			0.7		2	PODSZ   
1704017822	2023	PRZ 	KĘP 	0.6	PRZ UM 	1	DRZEW   
1704017793	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017793	2023			0.7		2	PODSZ   
1704017823	2023	PRZ 	GRP 	0.6	PRZ LUŹ	1	DRZEW   
1704016152	2023					3	PRZES   
1704016153	2023	UM  	PAS 	0.8	UM DUŻE	1	DRZEW   
1704017827	2023	PRZ 		0.8	PRZ LUŹ	1	IP      
1704017827	2023	PRZ 		0.2	PRZ LUŹ	2	IIP     
1704017827	2023			0.3		3	PODSZ   
1704017708	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704017708	2023	LUŹ 	GRP 	0.3		2	IIP     
1704017708	2023			0.8		3	PODSZ   
1704017709	2023		KĘP 	1.0		1	DRZEW   
1704017709	2023					2	PRZES   
1704017711	2023		KĘP 	1.0		1	DRZEW   
1704017711	2023			0.5		2	PODSZ   
1704017711	2023					3	PRZES   
1704017760	2023	PRZ 	JDN 	0.8	PRZ LUŹ	1	DRZEW   
1704017760	2023			0.4		2	PODSZ   
1704017761	2023		KĘP 	1.0		1	DRZEW   
1704017761	2023			0.1		2	PODSZ   
1704017762	2023	UM  	GRP 	0.9	UM PRZ 	1	DRZEW   
1704017714	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017714	2023			0.7		2	PODSZ   
1704017715	2023		KĘP 	1.0		1	DRZEW   
1704017715	2023			0.3		2	PODSZ   
1704017715	2023					3	PRZES   
1704017762	2023			0.8		2	PODSZ   
1704017716	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704017716	2023			0.6		2	PODSZ   
1704016153	2023			0.2		2	PODSZ   
1704017718	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017718	2023			0.3		2	PODSZ   
1704016154	2023	UM  		0.7	UM DUŻE	1	DRZEW   
1704017727	2023		KĘP 	1.0		1	DRZEW   
1704017727	2023					2	PRZES   
1704016154	2023			0.7		2	PODSZ   
1704017763	2023		JDN 	0.9		1	DRZEW   
1704017763	2023					2	PRZES   
1704017828	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	IP      
1704017828	2023	PRZ 		0.4	PRZ UM 	2	IIP     
1704017828	2023			0.3		3	PODSZ   
1704017829	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704017829	2023			0.5		2	PODSZ   
1704017729	2023	PRZ 	GRP 	0.7	PRZ LUŹ	1	DRZEW   
1704017765	2023		KĘP 	1.0		1	DRZEW   
1704017765	2023			0.1		2	PODSZ   
1704017729	2023			0.3		2	PODR    
1704017830	2023	LUŹ 	GRP 	0.8		1	IP      
1704017830	2023	LUŹ 		0.5		2	IIP     
1704017830	2023			0.6		3	PODSZ   
1704017729	2023			0.7		3	PODSZ   
1704017765	2023					3	PRZES   
1704017899	2023	UM  		1.1	UM PRZ 	1	DRZEW   
1704017899	2023			0.5		2	PODSZ   
1704017831	2023	PRZ 	GRP 	1.0	PRZ UM 	1	DRZEW   
1704017831	2023			0.7		2	PODSZ   
1704017832	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704017832	2023			0.7		2	PODSZ   
1704017730	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704017730	2023			0.8		2	PODSZ   
1704017768	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704017768	2023			0.8		2	PODSZ   
1704017769	2023		KĘP 	1.0		1	DRZEW   
1704017769	2023			0.5		2	PODSZ   
1704017769	2023					3	PRZES   
1704017901	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704017901	2023			0.7		2	PODSZ   
1704017902	2023	LUŹ 	KĘP 	1.0		1	DRZEW   
1704017902	2023			0.2		2	PODSZ   
1704017903	2023	PRZ 		0.9	PRZ UM 	1	DRZEW   
1704017903	2023			0.6		2	PODSZ   
1704017904	2023		KĘP 	0.9		1	DRZEW   
1704017904	2023			0.6		2	PODSZ   
1704017904	2023					3	PRZES   
1704017906	2023		KĘP 	1.0		1	DRZEW   
1704017906	2023			0.1		2	PODSZ   
1704017906	2023					3	PRZES   
1704017833	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017731	2023		PAS 	1.0		1	DRZEW   
1704017731	2023			0.4		2	PODSZ   
1704017731	2023					3	PRZES   
1704017734	2023	UM  		1.0	UM PRZ 	1	DRZEW   
1704017734	2023			0.6		2	PODR    
1704017734	2023			0.2		3	PODSZ   
1704017735	2023			0.9		1	DRZEW   
1704017735	2023			0.1		2	PODSZ   
1704017735	2023					3	PRZES   
1704017736	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017736	2023			0.3		2	PODSZ   
1704017737	2023		PAS 	1.0		1	DRZEW   
1704017737	2023			0.1		2	PODSZ   
1704017737	2023					3	PRZES   
1704017772	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704017772	2023			0.6		2	PODSZ   
1704017774	2023	LUŹ 	GRP 	0.8		1	IP      
1704017774	2023	LUŹ 	GRP 	0.4		2	IIP     
1704017774	2023			0.6		3	PODSZ   
1704017776	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704017776	2023			0.8		2	PODSZ   
1704017778	2023	UM  		0.8	UM DUŻE	1	DRZEW   
1704017778	2023			0.1		2	PODSZ   
1704017780	2023	UM  		0.8	UM PRZ 	1	IP      
1704017780	2023	LUŹ 		0.2		2	IIP     
1704017780	2023			0.3		3	PODSZ   
1704017781	2023	UM  		0.6	UM PRZ 	1	IP      
1704017781	2023	LUŹ 		0.3		2	IIP     
1704017781	2023			0.3		3	PODS    
1704017781	2023			0.3		4	PODSZ   
1704017785	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704017914	2023		KĘP 	1.0		1	DRZEW   
1704017914	2023					2	PRZES   
1704017916	2023		KĘP 	1.0		1	DRZEW   
1704017833	2023			0.5		2	PODSZ   
1704017834	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017834	2023			0.5		2	PODSZ   
1704017843	2023	PEŁ 	+++ 	1.0		1	DRZEW   
1704017844	2023	UM  		0.7	UM DUŻE	1	DRZEW   
1704017844	2023			0.6		2	PODSZ   
1704017845	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017845	2023			0.7		2	PODSZ   
1704017846	2023		RZĘD	1.0		1	DRZEW   
1704017846	2023					2	PRZES   
1704017849	2023	PRZ 		0.8	PRZ UM 	1	IP      
1704017849	2023	PRZ 	GRP 	0.4	PRZ LUŹ	2	IIP     
1704017849	2023			0.4		3	PODSZ   
1704017785	2023			0.2		2	PODSZ   
1704017785	2023					3	PRZES   
1704017917	2023	PEŁ 	DKĘP	0.9	B DUŻE 	1	DRZEW   
1704017917	2023			0.2		2	PODSZ   
1704017917	2023					3	PRZES   
1704017918	2023			1.0		1	DRZEW   
1704017919	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017919	2023			0.7		2	PODSZ   
1704017850	2023		KĘP 	1.0		1	DRZEW   
1704017850	2023					2	PRZES   
1704017786	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017786	2023			0.7		2	PODSZ   
1704017920	2023		RZĘD	1.0		1	DRZEW   
1704017920	2023					2	PRZES   
1704017921	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704017852	2023		KĘP 	0.9		1	DRZEW   
1704017852	2023					2	PRZES   
1704017921	2023			0.5		2	PODSZ   
1704017787	2023		WKĘP	1.0		1	DRZEW   
1704017787	2023					2	PRZES   
1704017922	2023		DKĘP	0.9		1	DRZEW   
1704017922	2023					2	PRZES   
1704017860	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017860	2023			0.1		2	PODR    
1704017860	2023			0.2		3	PODRII  
1704017860	2023			0.3		4	PODS    
1704017860	2023			0.6		5	PODSZ   
1704017861	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017861	2023			0.6		2	PODSZ   
1704017789	2023		KĘP 	1.0		1	DRZEW   
1704017789	2023					2	PRZES   
1704017929	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017929	2023			0.7		2	PODSZ   
1704017932	2023			0.1		1	SAMOS   
1704017862	2023		KĘP 	1.0		1	DRZEW   
1704017862	2023					2	PRZES   
1704017791	2023		PAS 	1.0		1	DRZEW   
1704017791	2023			0.3		2	PODSZ   
1704017791	2023					3	PRZES   
1704017933	2023	PRZ 	DKĘP	0.4	PRZ LUŹ	1	DRZEW   
1704017933	2023			0.4		2	PODSZ   
1704017864	2023		KĘP 	1.0		1	DRZEW   
1704017864	2023			0.3		2	PODSZ   
1704017864	2023					3	PRZES   
1704017798	2023	PRZ 		0.5	PRZ UM 	1	DRZEW   
1704017799	2023	PEŁ 		0.7	B DUŻE 	1	DRZEW   
1704017935	2023	PRZ 		0.7	PRZ LUŹ	1	IP      
1704017935	2023	PRZ 		0.4	PRZ LUŹ	2	IIP     
1704017935	2023			0.6		3	PODSZ   
1704017865	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704017865	2023			0.8		2	PODSZ   
1704017971	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017971	2023			0.6		2	PODSZ   
1704017799	2023			0.1		2	PODSZ   
1704017800	2023	LUŹ 		0.7		1	DRZEW   
1704017800	2023			0.2		2	PODSZ   
1704017936	2023		DKĘP	1.0		1	DRZEW   
1704017936	2023			0.2		2	PODSZ   
1704017936	2023					3	PRZES   
1704017867	2023	PRZ 		0.7	PRZ LUŹ	1	DRZEW   
1704017867	2023			0.1		2	PODR    
1704017867	2023			0.6		3	PODSZ   
1704017874	2023		PAS 	1.0		1	DRZEW   
1704017874	2023			0.1		2	PODSZ   
1704017879	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704017879	2023			0.7		2	PODSZ   
1704017880	2023		DKĘP	0.9		1	DRZEW   
1704017887	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017888	2023		KĘP 	1.0		1	DRZEW   
1704017888	2023					2	PRZES   
1704017973	2023	PRZ 	GRP 	0.9	PRZ UM 	1	DRZEW   
1704017973	2023			0.3		2	PODSZ   
1704017974	2023	PRZ 	GRP 	0.8	PRZ LUŹ	1	DRZEW   
1704017974	2023			0.3		2	PODS    
1704017974	2023			0.7		3	PODSZ   
1704017975	2023	PRZ 		1.0	PRZ UM 	1	DRZEW   
1704017975	2023			0.8		2	PODSZ   
1704017976	2023			1.0		1	DRZEW   
1704017976	2023					2	PRZES   
1704017802	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704017803	2023	PRZ 	KĘP 	0.7	PRZ UM 	1	DRZEW   
1704017804	2023	PRZ 	DKĘP	0.7	PRZ LUŹ	1	DRZEW   
1704017805	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704017806	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704017807	2023	PRZ 	DKĘP	0.6	PRZ LUŹ	1	DRZEW   
1704017808	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704017809	2023	PRZ 		0.5	PRZ UM 	1	DRZEW   
1704017810	2023	PRZ 		0.6	PRZ UM 	1	DRZEW   
1704017811	2023	PRZ 		0.6	PRZ LUŹ	1	DRZEW   
1704017815	2023	PRZ 	DKĘP	0.7	PRZ UM 	1	DRZEW   
1704017815	2023			0.3		2	PODSZ   
1704017938	2023		KĘP 	1.0		1	DRZEW   
1704017938	2023					2	PRZES   
1704017939	2023	PRZ 		0.8	PRZ LUŹ	1	DRZEW   
1704017939	2023			0.3		2	PODR    
1704017939	2023			0.4		3	PODSZ   
1704017940	2023		KĘP 	1.0		1	DRZEW   
1704017940	2023					2	PRZES   
1704017942	2023		KĘP 	1.0		1	DRZEW   
1704017944	2023		KĘP 	1.0		1	DRZEW   
1704017944	2023					2	PRZES   
1704017945	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017945	2023			0.7		2	PODR    
1704017945	2023			0.2		3	PODSZ   
1704017946	2023			1.0		1	DRZEW   
1704017946	2023					2	PRZES   
1704017947	2023	PRZ 	GRP 	0.8	PRZ UM 	1	DRZEW   
1704017947	2023			0.4		2	PODSZ   
1704017948	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017948	2023			0.3		2	PODS    
1704017948	2023			0.4		3	PODSZ   
1704017950	2023		KĘP 	1.0		1	DRZEW   
1704017950	2023					2	PRZES   
1704017952	2023		KĘP 	1.0		1	DRZEW   
1704017952	2023			0.2		2	PODSZ   
1704017952	2023					3	PRZES   
1704017953	2023	UM  	GRP 	0.8	UM PRZ 	1	DRZEW   
1704017953	2023			0.6		2	PODSZ   
1704017956	2023		KĘP 	1.0		1	DRZEW   
1704017956	2023					2	PRZES   
1704017957	2023	PRZ 	KĘP 	0.6	PRZ UM 	1	DRZEW   
1704017957	2023			0.9		2	PODSZ   
1704017958	2023	LUŹ 	KĘP 	1.0		1	DRZEW   
1704017958	2023			0.3		2	PODSZ   
1704017958	2023					3	PRZES   
1704017961	2023	PRZ 		0.8	PRZ UM 	1	DRZEW   
1704017961	2023			0.7		2	PODSZ   
1704017962	2023		DKĘP	1.0		1	DRZEW   
1704017962	2023					2	PRZES   
1704017966	2023		KĘP 	1.0		1	DRZEW   
1704017966	2023			0.1		2	PODSZ   
1704017966	2023					3	PRZES   
1704018047	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704018047	2023			0.4		2	PODSZ   
1704018048	2023			0.9		1	DRZEW   
1704018048	2023					2	PRZES   
1704017978	2023		KĘP 	1.0		1	DRZEW   
1704017978	2023			0.1		2	PODSZ   
1704017978	2023					3	PRZES   
1704017979	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704017979	2023			0.5		2	PODSZ   
1704017980	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704017980	2023			0.4		2	PODSZ   
1704017981	2023	PRZ 		0.4	PRZ UM 	1	DRZEW   
1704017982	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704017985	2023			0.9		1	ZADRZEW 
1704017985	2023			0.1		2	ZAKRZEW 
1704017999	2023	UM  	GRP 	1.0	UM DUŻE	1	DRZEW   
1704017999	2023			0.8		2	PODSZ   
1704017997	2023	PRZ 	GRP 	0.7	PRZ UM 	1	DRZEW   
1704017997	2023			0.8		2	PODSZ   
1704017995	2023	LUŹ 		0.4		1	DRZEW   
1704017995	2023			0.8		2	PODSZ   
1704017996	2023	PRZ 		0.7	PRZ UM 	1	DRZEW   
1704017996	2023			0.8		2	PODSZ   
1704017993	2023	UM  	KĘP 	1.0	UM DUŻE	1	DRZEW   
1704017993	2023			0.6		2	PODSZ   
1704017993	2023					3	PRZES   
1704016155	2023	PEŁ 	KĘP 	1.0	B DUŻE 	1	DRZEW   
1704017994	2023	UM  	KĘP 	1.0	UM DUŻE	1	DRZEW   
1704017994	2023			0.6		2	PODSZ   
1704017994	2023					3	PRZES   
1704017991	2023			0.9		2	PODSZ   
1704017991	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704016155	2023			0.2		2	PODSZ   
1704016156	2023	UM  	KĘP 	1.0	UM DUŻE	1	DRZEW   
1704018049	2023	PRZ 		0.9	PRZ UM 	1	IP      
1704018049	2023	PRZ 	GRP 	0.4	PRZ UM 	2	IIP     
1704018049	2023			0.4		3	PODSZ   
1704018051	2023	PRZ 	JDN 	0.9	PRZ UM 	1	DRZEW   
1704018051	2023			0.4		2	PODSZ   
1704017992	2023	UM  	KĘP 	0.9	UM DUŻE	1	DRZEW   
1704017992	2023			0.7		2	PODSZ   
1704017989	2023	PRZ 	DKĘP	0.8	PRZ UM 	1	DRZEW   
1704017989	2023			0.8		2	PODSZ   
1704018057	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704018057	2023			0.7		2	PODSZ   
1704016156	2023			0.1		2	PODSZ   
1704018058	2023		DKĘP	1.0		1	DRZEW   
1704018058	2023					2	PRZES   
1704018066	2023		GRP 	1.0		1	DRZEW   
1704018066	2023					2	PRZES   
1704018070	2023			1.0		1	DRZEW   
1704018070	2023					2	PRZES   
1704018071	2023	UM  		0.7	UM PRZ 	1	DRZEW   
1704018071	2023			0.7		2	PODSZ   
1704018072	2023		DKĘP	0.8		1	DRZEW   
1704018072	2023					2	PRZES   
1704018073	2023	UM  		0.9	UM PRZ 	1	DRZEW   
1704017990	2023	PRZ 	DKĘP	0.8	PRZ LUŹ	1	DRZEW   
1704017990	2023			0.6		2	PODSZ   
1704018002	2023	UM  	DKĘP	0.8	UM PRZ 	1	DRZEW   
1704018002	2023			0.8		2	PODSZ   
1704018003	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704018003	2023			0.5		2	PODR    
1704018003	2023			0.2		3	PODSZ   
1704018004	2023			0.9		1	DRZEW   
1704018004	2023			0.1		2	PODSZ   
1704018004	2023					3	PRZES   
1704018005	2023	UM  		1.0	UM DUŻE	1	DRZEW   
1704018005	2023			0.3		2	PODSZ   
1704018006	2023					1	PRZES   
1704018007	2023	UM  		0.8	UM PRZ 	1	DRZEW   
1704018007	2023			0.2		2	PODSZ   
